ATS_CODE,BORO,BORONUM,LOC_CODE,SCHOOLNAME,SCH_TYPE,MANAGED_BY,GEO_DISTRI,ADMIN_DIST,ADDRESS,STATE_CODE,ZIP,PRINCIPAL,PRIN_PH,FAX,GRADES,City
01M184,M,1,M184,P.S. 184M SHUANG WEN,K-8,1,1,1,327 CHERRY STREET,NY,10002,LING LING CHOU,212-602-9700,212-602-9710,"PK,0K,01,02,03,04,05,06,07,08,SE",MANHATTAN
24Q071,Q,4,Q071,P.S. 071 FOREST,Elementary,1,24,24,62-85 FOREST AVENUE,NY,11385,WALKYDIA OLIVELLA,718-821-7772,718-386-7088,"0K,01,02,03,04,05,SE",QUEENS
02M520,M,1,M520,MURRY BERGTRAUM HIGH SCHOOL FOR BUSINESS CAREERS,High school,1,2,2,411 PEARL STREET,NY,10038,ANDREA LEWIS,212-964-9610,212-732-6622,"09,10,11,12,SE",MANHATTAN
24Q485,Q,4,Q485,GROVER CLEVELAND HIGH SCHOOL,High school,1,24,24,21-27 HIMROD STREET,NY,11385,DOMINICK SCAROLA,718-381-9600,718-417-8457,"09,10,11,12,SE",QUEENS
02M126,M,1,M126,P.S. 126 JACOB AUGUST RIIS,K-8,1,2,2,80 CATHERINE STREET,NY,10038,JACQUELINE GETZ,212-962-2188,212-349-7342,"PK,0K,01,02,03,04,05,06,07,08,SE",MANHATTAN
28Q217,Q,4,Q217,J.H.S. 217 ROBERT A. VAN WYCK,Junior High-Intermediate-Middle,1,28,28,85-05 144 STREET,NY,11435,PATRICK MICHAEL BURNS,718-657-1120,718-291-3668,"06,07,08,SE",QUEENS
29Q095,Q,4,Q095,P.S. 095 EASTWOOD,Elementary,1,29,29,179-01 90 AVENUE,NY,11432,Dolores Reid-Barker,718-739-0007,718-658-5271,"0K,01,02,03,04,05,SE",QUEENS
14K018,K,2,K018,P.S. 018 EDWARD BUSH,Elementary,1,14,14,101 MAUJER STREET,NY,11206,KAREN FORD,718-387-3241,718-599-7744,"PK,0K,01,02,03,04,05,SE",BROOKLYN
28Q117,Q,4,Q117,P.S. 117 J. KELD / BRIARWOOD SCHOOL,Elementary,1,28,28,85-15 143 STREET,NY,11435,PAULA CUNNINGHAM,718-526-4780,718-297-1796,"PK,0K,01,02,03,04,05,06,SE",QUEENS
14K454,K,2,K454,GREEN SCHOOL: AN ACADEMY FOR ENVIRONMENTAL CAREERS,High school,1,14,14,223 GRAHAM AVENUE,NY,11206,Karali Pitzele,718-599-1207,718-387-7945,"09,10,11,12,SE",BROOKLYN
14K586,K,2,K586,LYONS COMMUNITY SCHOOL,Secondary School,1,14,14,223 GRAHAM AVENUE,NY,11206,Taeko Onishi,718-782-0918,718-782-5283,"06,07,08,09,10,11,12,SE",BROOKLYN
14K614,K,2,K614,YOUNG WOMEN'S LEADERSHIP SCHOOL OF BROOKLYN,Junior High-Intermediate-Middle,1,14,14,223 GRAHAM AVENUE,NY,11206,TALANA BRADLEY,718-387-5641,,"06,07,08,SE",BROOKLYN
14K319,K,2,K319,P.S. 319,Early Childhood,1,14,14,360 KEAP STREET,NY,11211,ALEYDA ZAMORA MARTINEZ,718-388-1588,718-302-2316,"PK,0K,01,SE",BROOKLYN
14K019,K,2,K019,P.S. 019 ROBERTO CLEMENTE,Elementary,1,14,14,325 SOUTH  3 STREET,NY,11211,MARIA WITHERSPOON,718-387-7820,718-782-2446,"0K,01,02,03,04,05,SE",BROOKLYN
14K196,K,2,K196,P.S. 196 TEN EYCK,Elementary,1,14,14,207 BUSHWICK AVENUE,NY,11206,Janine Colon,718-497-0139,718-628-5134,"PK,0K,01,02,03,04,05,SE",BROOKLYN
14K582,K,2,K582,M.S. 582,Junior High-Intermediate-Middle,1,14,14,207 BUSHWICK AVENUE,NY,11206,BRIAN WALSH,718-456-8218,718-456-8220,"06,07,08,SE",BROOKLYN
02M425,M,1,M425,LEADERSHIP AND PUBLIC SERVICE HIGH SCHOOL,High school,1,2,2,90 TRINITY PLACE,NY,10006,LAWRENCE PENDERGAST,212-346-0007,212-346-0612,"09,10,11,12,SE",MANHATTAN
28Q086,Q,4,Q086,P.S. Q086,Elementary,1,28,28,87-41 PARSONS BOULEVARD,NY,11432,KAREN ZUVIC,718-291-6264,718-297-0298,"03,04,05,06,SE",QUEENS
28Q338,Q,4,Q338,SATELLITE ACADEMY HS AT JAMAICA LEARNING CENTER,High school,1,28,28,162-02 HILLSIDE AVENUE,NY,11432,Mark Melkonian,718-657-3920,,"09,10,11,12,SE",QUEENS
28Q896,Q,4,Q896,"YOUNG  WOMEN'S LEADERSHIP SCHOOL, QUEENS",Secondary School,1,28,28,150-91 87 ROAD,NY,11432,AVIONNE GUMBS,718-725-0402,718-725-0390,"06,07,08,09,10,11,12",QUEENS
28Q505,Q,4,Q505,HILLCREST HIGH SCHOOL,High school,1,28,28,160-05 HIGHLAND AVENUE,NY,11432,STEPHEN DUCH,718-658-5407,718-739-5137,"09,10,11,12,SE",QUEENS
29Q134,Q,4,Q134,P.S. 134 HOLLIS,Elementary,1,29,29,203-02 109 AVENUE,NY,11412,Cheryl Marmon-Halm,718-464-5544,718-464-7779,"PK,0K,01,02,03,04,05,SE",QUEENS
29Q268,Q,4,Q268,P.S. 268,K-8,1,29,29,92-07 175 STREET,NY,11433,Lissa Grant-Stewart,718-206-3240,718-206-2938,"0K,01,02,03,04,05,06,07,08,SE",QUEENS
24Q305,Q,4,Q305,LEARNERS AND LEADERS,Early Childhood,1,24,24,378 SENECA AVENUE,NY,11385,LYNN BOTFELD,718-366-1061,718-366-4301,"PK,0K,01,02,03,SE",QUEENS
14K250,K,2,K250,P.S. 250 GEORGE H. LINDSAY,Elementary,1,14,14,108 MONTROSE AVENUE,NY,11206,NORA BARNES,718-384-0889,718-302-2314,"PK,0K,01,02,03,04,05,SE",BROOKLYN
32K162,K,2,K162,J.H.S. 162 THE WILLOUGHBY,Junior High-Intermediate-Middle,1,32,32,1390 WILLOUGHBY AVENUE,NY,11237,Barbara DeMartino,718-821-4860,718-821-1728,"06,07,08,SE",BROOKLYN
29Q192,Q,4,Q192,I.S. 192 THE LINDEN,Junior High-Intermediate-Middle,1,29,29,109-89 204 STREET,NY,11412,Harriett Diaz,718-479-5540,718-217-4645,"06,07,08,SE",QUEENS
29Q259,Q,4,Q259,PATHWAYS COLLEGE PREPARATORY SCHOOL: A COLLEGE BOA,Secondary School,1,29,29,109-89 204 STREET,NY,11412,KIMBERLY MITCHELL,718-454-4957,718-454-4892,"06,07,08,09,10,11,12,SE",QUEENS
24Q093,Q,4,Q093,I.S. 093 RIDGEWOOD,Junior High-Intermediate-Middle,1,24,24,66-56 FOREST AVENUE,NY,11385,EDWARD SANTOS,718-821-4882,718-456-9521,"06,07,08,SE",QUEENS
02M316,M,1,M316,"URBAN ASSEMBLY SCHOOL OF BUSINESS FOR YOUNG WOMEN,",High school,1,2,2,26 BROADWAY,NY,10004,PATRICIA MINAYA,212-668-0169,212-668-0635,"09,10,11,12,SE",NEW YORK
02M896,M,1,M896,GREENWICH VILLAGE,Junior High-Intermediate-Middle,1,2,2,26 BROADWAY,NY,10004,KELLY MCGUIRE,646-826-8100,646-826-8101,"06,07,08,SE",NEW YORK
,O,0,OAWF,The Academy Charter School,Elementary,2,0,84,94 Fulton Avenue,NY,11550,,,,"0K,01,02,03,04,05",Hempstead
84K355,K,2,K355,WILLIAMSBURG COLLEGIATE CHARTER SCHOOL,Junior High-Intermediate-Middle,2,14,84,157 WILSON STREET,NY,11211,J.T. Leaird,718-302-4018,718-302-4641,"05,06,07,08,09,10",BROOKLYN
14K016,K,2,K016,P.S. 016 LEONARD DUNKLY,Elementary,1,14,14,157 WILSON STREET,NY,11211,MARY RENNY,718-782-5352,718-486-8447,"PK,0K,01,02,03,04,05,SE",BROOKLYN
14K685,K,2,K685,EL PUENTE ACADEMY FOR PEACE AND JUSTICE,High school,1,14,14,250 HOOPER STREET,NY,11211,HECTOR CALDERON,718-387-1125,718-387-4229,"09,10,11,12,SE",BROOKLYN
24Q113,Q,4,Q113,P.S. 113 ISAAC CHAUNCEY,Junior High-Intermediate-Middle,1,24,24,78-23 87TH STREET,NY,11385,ANTHONY PRANZO,718-847-0724,718-805-0737,"PK,0K,01,02,03,04,05,06,07,SE",QUEENS
84M707,M,1,M707,JOHN V. LINDSAY WILDCAT ACADEMY CHARTER SCHOOL,High school,2,2,84,17 BATTERY PLACE,NY,10004,Ron Tabano/Marc Donald,212-209-6006,212-635-3874,"09,10,11,12",MANHATTAN
14K147,K,2,K147,P.S. 147 ISSAC REMSEN,Elementary,1,14,14,325 BUSHWICK AVENUE,NY,11206,JULIA DRAKE,718-497-0326,718-628-4988,"PK,0K,01,02,03,04,05,SE",BROOKLYN
14K449,K,2,K449,"BROOKLYN LATIN SCHOOL, THE",High school,1,14,14,325 BUSHWICK AVENUE,NY,11206,JASON GRIFFITHS,718-366-0154,718-381-3012,"09,10,11,12",BROOKLYN
02M418,M,1,M418,MILLENNIUM HIGH SCHOOL,High school,1,2,2,75 BROAD STREET,NY,10004,ROBERT RHODES,212-825-9008,212-825-9095,"09,10,11,12,SE",MANHATTAN
24Q119,Q,4,Q119,I.S. 119 THE GLENDALE,Junior High-Intermediate-Middle,1,24,24,74-01 78 AVENUE,NY,11385,Dr. Jeanne Fagan,718-326-8261,718-456-9523,"06,07,08,SE",QUEENS
28Q082,Q,4,Q082,P.S. 082 HAMMOND,Elementary,1,28,28,88-02 144 STREET,NY,11435,DR. ANGELA BOYKIN,718-526-4139,718-297-0290,"0K,01,02,03,04,05,SE",QUEENS
32K123,K,2,K123,P.S. 123 SUYDAM,Elementary,1,32,32,100 IRVING AVENUE,NY,11237,VERONICA GREENE,718-821-4810,718-821-0858,"0K,01,02,03,04,05,SE",BROOKLYN
84K473,K,2,K473,WILLIAMSBURG CHARTER HIGH SCHOOL,High school,2,14,84,198 VARET STREET,NY,11206,Marsha Spampinato,718-782-9830,347-464-7604,"09,10,11,12",BROOKLYN
24Q088,Q,4,Q088,P.S. 088 SENECA,Elementary,1,24,24,60-85 CATALPA AVENUE,NY,11385,DAVID BISHOP,718-821-8121,718-386-7214,"PK,0K,01,02,03,04,05,SE",QUEENS
24Q091,Q,4,Q091,P.S. 091 RICHARD ARKWRIGHT,Elementary,1,24,24,68-10 CENTRAL AVE,NY,11385,VICTORIA CATALANO,718-821-6880,718-386-0216,"0K,01,02,03,04,05,SE",QUEENS
29Q118,Q,4,Q118,P.S. 118 LORRAINE HANSBERRY,Elementary,1,29,29,190-20 109 ROAD,NY,11412,Cynthia Ofori-Feaster,718-465-5538,718-264-9178,"PK,0K,01,02,03,04,05,SE",QUEENS
14K071,K,2,K071,JUAN MOREL CAMPOS SECONDARY SCHOOL,Secondary School,1,14,14,215 HEYWARD STREET,NY,11206,HOWARD FINEMAN,718-302-7900,718-302-7979,"06,07,08,09,10,11,12,SE",BROOKLYN
28Q182,Q,4,Q182,P.S. 182 SAMANTHA SMITH,Early Childhood,1,28,28,90-36 150 STREET,NY,11435,ANDREW TODD TOPOL,718-291-8500,718-297-0182,"PK,0K,01,02,SE",QUEENS
28Q054,Q,4,Q054,P.S. 054 HILLSIDE,Elementary,1,28,28,86-02 127 STREET,NY,11418,ANITA PRASHAD,718-849-0962,718-847-4629,"0K,01,02,03,04,05,SE",QUEENS
14K380,K,2,K380,P.S. 380 JOHN WAYNE ELEMENTARY,Elementary,1,14,14,370 MARCY AVENUE,NY,11206,Diane Vitolo,718-388-0607,718-599-3231,"PK,0K,01,02,03,04,05,SE",BROOKLYN
14K257,K,2,K257,P.S. 257 JOHN F. HYLAN,Elementary,1,14,14,60 COOK STREET,NY,11206,Brian Leavy-DeVale,718-384-7128,718-387-8115,"PK,0K,01,02,03,04,05,SE",BROOKLYN
14K318,K,2,K318,I.S. 318 EUGENIO MARIA DE HOSTOS,Junior High-Intermediate-Middle,1,14,14,101 WALTON STREET,NY,11206,FORTUNATO RUBINO,718-782-0589,718-384-7715,"06,07,08,SE",BROOKLYN
28Q687,Q,4,Q687,QUEENS HIGH SCHOOL FOR THE SCIENCES AT  YORK COLLE,High school,1,28,28,94-50 159 STREET,NY,11433,JIE ZHANG,718-657-3181,718-657-2579,"09,10,11,12",QUEENS
13K307,K,2,K307,P.S. 307 DANIEL HALE WILLIAMS,Elementary,1,13,13,209 YORK STREET,NY,11201,ROBERTA DAVENPORT,718-834-4748,718-855-4181,"PK,0K,01,02,03,04,05,SE",BROOKLYN
13K313,K,2,K313,SATELLITE WEST MIDDLE SCHOOL,Junior High-Intermediate-Middle,1,13,13,209 YORK STREET,NY,11201,SUZANE JOSEPH,718-834-6774,718-834-2979,"06,07,08,SE",BROOKLYN
32K145,K,2,K145,P.S. 145 ANDREW JACKSON,Elementary,1,32,32,100 NOLL STREET,NY,11206,MARILYN TORRES,718-821-4823,718-417-3453,"PK,0K,01,02,03,04,05,SE",BROOKLYN
32K086,K,2,K086,P.S. 086 THE IRVINGTON,Elementary,1,32,32,220 IRVING AVENUE,NY,11237,MABEL SARDUY,718-574-0252,718-919-1839,"0K,01,02,03,04,05,SE",BROOKLYN
32K347,K,2,K347,I.S. 347 SCHOOL OF HUMANITIES,Junior High-Intermediate-Middle,1,32,32,35 STARR STREET,NY,11221,JOHN BARBELLA,718-821-4248,718-821-1332,"06,07,08,SE",BROOKLYN
32K349,K,2,K349,"I.S. 349 MATH, SCIENCE & TECH.",Junior High-Intermediate-Middle,1,32,32,35 STARR STREET,NY,11221,ROGELIO PARRIS,718-418-6389,718-418-6146,"06,07,08,SE",BROOKLYN
14K120,K,2,K120,P.S. 120 CARLOS TAPIA,Elementary,1,14,14,18 BEAVER STREET,NY,11206,Liza Caraballo,718-455-1000,718-574-6637,"PK,0K,01,02,03,04,05,SE",BROOKLYN
29Q116,Q,4,Q116,P.S. 116 WILLIAM C. HUGHLEY,K-8,1,29,29,107-25 WREN PLACE,NY,11433,BARBARA FULLER,718-526-4884,718-658-5663,"PK,0K,01,02,03,04,05,06,07,08,SE",QUEENS
13K008,K,2,K008,P.S. 008 ROBERT FULTON,Elementary,1,13,13,37 HICKS STREET,NY,11201,SETH PHILLIPS,718-834-6740,718-834-7690,"PK,0K,01,02,03,04,05,SE",BROOKLYN
84K703,K,2,K703,BEGINNING WITH CHILDREN CHARTER SCHOOL,K-8,2,14,84,11 BARTLETT STREET,NY,11206,Timothy Gembka,718-388-8847,718-388-8936,"0K,01,02,03,04,05,06,07,08,SE",BROOKLYN
24Q077,Q,4,Q077,I.S. 077,Junior High-Intermediate-Middle,1,24,24,976 SENECA AVENUE,NY,11385,JOSEPH MILLER,718-366-7120,718-456-9512,"06,07,08,SE",QUEENS
27Q056,Q,4,Q056,P.S. 056 HARRY EICHLER,Elementary,1,27,27,86-10 114 STREET,NY,11418,ANN LEITER,718-441-4448,718-805-1538,"02,03,04,05,SE",QUEENS
24Q239,Q,4,Q239,P.S. 239,Elementary,1,24,24,17-15 WEIRFIELD STREET,NY,11385,ROBIN CONNOLLY,718-381-4009,718-381-0592,"PK,0K,01,02,03,04,05,SE",QUEENS
75K373,K,2,K373,P.S. 373 - BROOKLYN TRANSITION CENTER,High school,1,14,75,185 ELLERY STREET,NY,11206,VALERIE MILLER,718-782-6800,718-782-7098,"09,10,11,12,SE",BROOKLYN
75Q075,Q,4,Q075,ROBERT E. PEARY SCHOOL,K-12 all grades,1,24,75,16-66 HANCOCK STREET,NY,11385,BRENDA GALLASHAW,718-456-7588,718-628-0491,"PK,0K,01,02,03,04,05,06,07,08,09,10,11,SE",QUEENS
13K509,K,2,K509,FREEDOM ACADEMY HIGH SCHOOL,High school,1,13,13,116 NASSAU STREET,NY,11201,ALYSON FORDE,718-694-8357,718-694-8360,"09,10,11,12,SE",BROOKLYN
27Q051,Q,4,Q051,P.S. 051,Early Childhood,1,27,27,87-45 117 STREET,NY,11418,Magdaly Saint-Juste,718-850-0738,718-850-0830,"PK,0K,01,SE",QUEENS
29Q136,Q,4,Q136,P.S. 136 ROY WILKINS,Elementary,1,29,29,201-15 115 AVENUE,NY,11412,TANYA S.T. WALKER,718-465-2286,718-464-0040,"PK,0K,01,02,03,04,05,SE",QUEENS
13K287,K,2,K287,P.S. 287 BAILEY K. ASHFORD,Elementary,1,13,13,50 NAVY STREET,NY,11201,Ms. Michele Rawlins,718-834-4745,718-834-6766,"PK,0K,01,02,03,04,05,SE",BROOKLYN
13K592,K,2,K592,KHALIL GIBRAN INTERNATIONAL ACADEMY,Junior High-Intermediate-Middle,1,13,13,50 NAVY STREET,NY,11201,Beshir Abdellatif,718-522-2119,718-522-9827,"06,07,08,SE",BROOKLYN
27Q254,Q,4,Q254,P.S. 254,Elementary,1,27,27,84-40 101 STREET,NY,11418,NAOMI DROUILLARD,718-846-1840,718-846-7404,"PK,0K,01,02,03,04,05,SE",QUEENS
32K376,K,2,K376,P.S. 376,Elementary,1,32,32,194 HARMAN STREET,NY,11237,Maria Vera,718-573-0781,718-573-0769,"0K,01,02,03,04,05,SE",BROOKLYN
32K554,K,2,K554,ALL CITY LEADERSHIP SECONDARY SCHOOL,Secondary School,1,32,32,1474 GATES AVENUE,NY,11237,ELVIS ESTEVEZ,718-381-9653,718-381-9680,"06,07,08,09,10,11,12",BROOKLYN
27Q066,Q,4,Q066,P.S. 066 JACQUELINE KENNEDY ONASSIS,Elementary,1,27,27,85-11 102 STREET,NY,11418,PHYLLIS LEINWAND,718-849-0184,718-846-6889,"PK,0K,01,02,03,04,05,SE",QUEENS
14K297,K,2,K297,P.S. 297 ABRAHAM STOCKTON,Elementary,1,14,14,700 PARK AVENUE,NY,11206,JAMES BROWN,718-388-4581,718-302-2315,"PK,0K,01,02,03,04,05,SE",BROOKLYN
14K734,,3,K734,The Ethical Community Charter School (TECCS),Elementary,2,14,84,700 PARK AVENUE,NY,11206,Ann Mooney,718-599-2176,718-599-2814,"0K,01,02",BROOKLYN
32K116,K,2,K116,P.S. 116 ELIZABETH L FARRELL,Elementary,1,32,32,515 KNICKERBOCKER AVENUE,NY,11237,SEIW KONG,718-821-4623,718-821-0363,"0K,01,02,03,04,05,SE",BROOKLYN
32K383,K,2,K383,J.H.S. 383 PHILLIPPA SCHUYLER,Junior High-Intermediate-Middle,1,32,32,1300 GREENE AVENUE,NY,11237,BARBARA SANDERS,718-574-0390,718-574-1366,"05,06,07,08,SE",BROOKLYN
84K538,K,2,K538,ACHIEVEMENT FIRST BUSHWICK CHARTER SCHOOL,K-12 all grades,2,32,84,1300 GREENE AVENUE,NY,11237,Amy D'Angelo,718-453-0425,718-453-0428,"0K,01,02,03,04,05,06,07,08",BROOKLYN
32K403,K,2,K403,ACADEMY FOR ENVIRONMENTAL LEADERSHIP,High school,1,32,32,400 IRVING AVENUE,NY,11237,Nilda Gomez-Katz,718-381-7100,718-628-6965,"09,10,11,12,SE",BROOKLYN
32K549,K,2,K549,BUSHWICK SCHOOL FOR SOCIAL JUSTICE,High school,1,32,32,400 IRVING AVENUE,NY,11237,MARK RUSH,718-381-7100,718-418-0192,"09,10,11,12,SE",BROOKLYN
32K552,K,2,K552,ACADEMY OF URBAN PLANNING,High school,1,32,32,400 IRVING AVENUE,NY,11237,Rodney Orji,718-381-7100,718-418-0314,"09,10,11,12,SE",BROOKLYN
32K168,K,3,K168,Brooklyn School for Math and Research,High school,1,32,32,400 IRVING AVENUE,NY,11237,Perry Rainey,718-935-3531,,"09,10,11,12,SE",BROOKLYN
14K059,K,2,K059,P.S. 059 WILLIAM FLOYD,Elementary,1,14,14,211 THROOP AVENUE,NY,11206,DAWN BEST,718-443-3600,718-574-6634,"PK,0K,01,02,03,04,05,SE",BROOKLYN
29Q147,Q,4,Q147,P.S. 147 RONALD MCNAIR,K-8,1,29,29,218-01 116 AVENUE,NY,11411,ANNE COHEN,718-528-2420,718-723-7819,"PK,0K,01,02,03,04,05,06,07,08,SE",QUEENS
28Q008,Q,4,Q008,J.H.S. 008 RICHARD S. GROSSLEY,Junior High-Intermediate-Middle,1,28,28,108-35 167 STREET,NY,11433,ANGELA GREEN,718-739-6883,718-526-2727,"06,07,08,SE",QUEENS
28Q284,Q,4,Q284,YORK EARLY COLLEGE ACADEMY,Junior High-Intermediate-Middle,1,28,28,108-35 167 STREET,NY,11433,DEBORAH BURNETT,718-262-8547,718-558-4257,"06,07,08,09,10,SE",QUEENS
14K322,K,2,K322,FOUNDATIONS ACADEMY,High school,1,14,14,70 TOMPKINS AVENUE,NY,11206,Gary Beidleman,718-302-5092,718-302-5098,"09,10,11,12,SE",BROOKLYN
14K330,K,2,K330,URBAN ASSEMBLY SCHOOL FOR THE URBAN ENVIRONMENT,Junior High-Intermediate-Middle,1,14,14,70 TOMPKINS AVENUE,NY,11206,KOURTNEY BOYD,718-599-0371,718-388-0872,"06,07,08,SE",BROOKLYN
75K368,K,2,K368,P.S. 368,K-12 all grades,1,14,75,70 TOMPKINS AVENUE,NY,11206,JOYCELYN NEDD,718-388-9494,718-302-4481,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",BROOKLYN
84K367,K,3,K367,Brooklyn Success Academy Charter School 1,Elementary,2,14,84,70 TOMPKINS AVENUE,NY,11206,,,,"0K,01,02,03,04,05,SE",BROOKLYN
27Q090,Q,4,Q090,P.S. 090 HORACE MANN,Elementary,1,27,27,86-50 109 STREET,NY,11418,ADRIENNE UBERTINI,718-847-3370,718-847-2965,"PK,0K,01,02,03,04,05,SE",QUEENS
24Q068,Q,4,Q068,P.S. 068 CAMBRIDGE,Elementary,1,24,24,59-09 SAINT FELIX AVENUE,NY,11385,Anne Marie Snadecky-Scalfa*,718-821-7246,718-497-8945,"PK,0K,01,02,03,04,05,SE",QUEENS
13K265,K,2,K265,DR. SUSAN S. MCKINNEY SECONDARY SCHOOL OF THE ARTS,Secondary School,1,13,13,101 PARK AVENUE,NY,11205,PAULA HOLMES,718-834-6760,718-834-6776,"06,07,08,09,10,11,12,SE",BROOKLYN
27Q475,Q,4,Q475,RICHMOND HILL HIGH SCHOOL,High school,1,27,27,89-30 114 STREET,NY,11418,Ms. Frances DeSanctis,718-846-3335,718-847-0980,"09,10,11,12,SE",QUEENS
14K157,K,2,K157,P.S. 157 BENJAMIN FRANKLIN,Elementary,1,14,14,850 KENT AVENUE,NY,11205,MARIBEL TORRES,718-622-9285,718-398-4155,"PK,0K,01,02,03,04,05,SE",BROOKLYN
32K291,K,2,K291,J.H.S. 291 ROLAND HAYES,Junior High-Intermediate-Middle,1,32,32,231 PALMETTO STREET,NY,11221,SEAN WALSH,718-574-0361,718-574-1360,"06,07,08,SE",BROOKLYN
32K564,K,2,K564,BUSHWICK COMMUNITY HIGH SCHOOL,High school,1,32,32,231 PALMETTO STREET,NY,11221,TIRA RANDALL,718-443-3083,718-443-4757,"10,12,SE",BROOKLYN
13K670,K,2,K670,BENJAMIN BANNEKER ACADEMY,High school,1,13,13,71-77 CLINTON AVENUE,NY,11205,MAJIDA ABDUL KARIM,718-797-3702,718-797-3862,"09,10,11,12,SE",BROOKLYN
32K556,K,2,K556,BUSHWICK LEADERS HIGH SCHOOL FOR ACADEMIC EXCELLEN,High school,1,32,32,797 BUSHWICK AVENUE,NY,11221,CATHERINE REILLY,718-919-4212,718-574-1103,"09,10,11,12,SE",BROOKLYN
32K274,K,2,K274,P.S. 274 KOSCIUSKO,Elementary,1,32,32,800 BUSHWICK AVENUE,NY,11221,Maritza Ollivierra-Jones,718-574-0273,718-574-1059,"PK,0K,01,02,03,04,05,SE",BROOKLYN
28Q050,Q,4,Q050,P.S. 050 TALFOURD LAWN ELEMENTARY SCHOOL,Elementary,1,28,28,143-26 101 AVENUE,NY,11435,Rina Manjarrez,718-526-5336,718-526-7261,"PK,0K,01,02,03,04,05,06,SE",QUEENS
27Q097,Q,4,Q097,P.S. 097 FOREST PARK,Elementary,1,27,27,85-52 85 STREET,NY,11421,MAUREEN INGRAM,718-849-4870,718-849-5356,"PK,0K,01,02,03,04,05,SE",QUEENS
13K674,K,2,K674,"CITY POLYTECHNIC HIGH SCHOOL OF ENGINEERING, ARCHI",High school,1,13,13,105 JOHNSON STREET,NY,11201,CHRIS AGUIRRE,718-875-1473,718-875-1947,"09,10,11,SE",BROOKLYN
13K605,K,2,K605,GEORGE WESTINGHOUSE CAREER AND TECHNICAL EDUCATION,High school,1,13,13,105 JOHNSON STREET,NY,11201,JANINE KIERAN,718-625-6130,718-596-9434,"09,10,11,12,SE",BROOKLYN
13K483,K,2,K483,"URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE, THE",High school,1,13,13,283 ADAMS STREET,NY,11201,SHANNON CURRAN,718-858-1160,718-858-4733,"09,10,11,12,SE",BROOKLYN
13K527,K,2,K527,URBAN ASSEMBLY INSTITUTE OF MATH AND SCIENCE FOR Y,Junior High-Intermediate-Middle,1,13,13,283 ADAMS STREET,NY,11201,Kiri Soares,718-260-2300,718-260-2301,"06,07,08,09,10,SE",BROOKLYN
13K046,K,2,K046,P.S. 046 EDWARD C. BLUM,Elementary,1,13,13,100 CLERMONT AVENUE,NY,11205,KARYN NICHOLSON,718-834-7694,718-243-0726,"PK,0K,01,02,03,04,05,SE",BROOKLYN
13K691,K,2,K691,FORT GREENE PREPARATORY ACADEMY,Junior High-Intermediate-Middle,1,13,13,100 CLERMONT AVENUE,NY,11205,PAULA LETTIERE,718-254-9401,718-254-9407,"06,SE",BROOKLYN
16K782,K,3,K782,Bedford Stuyvesant New Beginnings Charter School,Elementary,2,16,84,82 LEWIS AVENUE,NY,11206,Joshua Morales/Karen Jones,718-453-1001,212-227-2763,"0K,01,02,03",BROOKLYN
84K536,K,2,K536,COMMUNITY ROOTS CHARTER SCHOOL,K-8,2,13,84,51 SAINT EDWARDS STREET,NY,11205,Allison Keil/Sara Stone,718-858-1629,,"0K,01,02,03,04,05,SE",BROOKLYN
13K067,K,2,K067,P.S. 067 CHARLES A. DORSEY,Elementary,1,13,13,51 SAINT EDWARDS STREET,NY,11205,CORINNE SEABROOK,718-834-6756,718-834-6719,"PK,0K,01,02,03,04,05,SE",BROOKLYN
32K545,K,2,K545,EBC HIGH SCHOOL FOR PUBLIC SERVICE?BUSHWICK,High school,1,32,32,1155 DEKALB AVENUE,NY,11221,BARNABY SPRING,718-452-3440,718-452-3603,"09,10,11,12,SE",BROOKLYN
28Q040,Q,4,Q040,P.S. 040 SAMUEL HUNTINGTON,Elementary,1,28,28,109-20 UNION HALL STREET,NY,11433,ALISON BRANKER,718-526-1906,718-526-1209,"PK,0K,01,02,03,04,05,06,SE",QUEENS
84K701,K,2,K701,BROOKLYN CHARTER SCHOOL,Elementary,2,14,84,545 WILLOUGHBY AVENUE,NY,11206,Omigbade Escayg,718-302-2085,718-302-2426,"0K,01,02,03,04,05",BROOKLYN
14K023,K,2,K023,P.S. 023 CARTER C. WOODSON,Elementary,1,14,14,545 WILLOUGHBY AVENUE,NY,11206,SHARON MEADE,718-387-0375,718-302-2312,"PK,0K,01,02,03,04,05,SE",BROOKLYN
16K627,K,2,K627,BRIGHTER CHOICE COMMUNITY SCHOOL,Elementary,1,16,16,280 HART STREET,NY,11206,Fabayo McIntosh,718-574-2378,718-443-0639,"PK,0K,01,02,03,04,SE",BROOKLYN
16K636,K,2,K636,YOUNG SCHOLARS' ACADEMY FOR DISCOVERY AND EXPLORAT,Elementary,1,16,16,280 HART STREET,NY,11206,DANIKA LACROIX,718-453-4081,718-453-7847,"PK,0K,01,02,03,04,05,SE",BROOKLYN
28Q048,Q,4,Q048,P.S. 048 WILLIAM WORDSWORTH,Elementary,1,28,28,155-02 108TH AVENUE,NY,11433,Patricia M. Mitchell,718-739-4463,718-297-0087,"PK,0K,01,02,03,04,05,SE",QUEENS
